OrderID,OrderDate,CustomerID,BookID,BookName,Author,BookCategory,PriceINR,Quantity,TotalINR,PaymentType,StoreLocation
O100959,8/4/2024 17:35,C7038,B1036,Bright Song,Deepak Desai,Fiction,1438.21,1,1438.21,Cash,Ahmedabad
O100960,5/26/2023 19:09,C5578,B1086,Broken Legends,Rhea Bose,Non-Fiction,732.45,5,3662.25,NetBanking,Delhi
O100961,6/30/2025 22:12,C2449,B1072,Glowing Legends,Maya Iyer,History,1476.95,1,1476.95,Card,Ahmedabad
O100962,12/1/2024 23:04,C9834,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Non-Fiction,329.03,1,329.03,UPI,Kolkata
O100963,7/1/2024 0:23,C8681,B1095,Wild Paths,Deepak Bose,Fantasy,589.39,1,589.39,NetBanking,Ahmedabad
O100964,1/21/2025 12:04,C7897,B1036,Bright Song,Deepak Desai,Children,778.99,1,778.99,UPI,Chennai
O100965,6/21/2023 1:17,C5981,B1108,Hidden Cities,Arjun Sharma,Sci-Fi,1170.66,2,2341.32,UPI,Kolkata
O100966,8/15/2024 6:09,C1845,B1050,Modern Stars,Vikram Khan,Self-Help,611.18,2,1222.36,UPI,Kolkata
O100967,5/11/2024 3:00,C3077,B1108,Hidden Cities,Arjun Sharma,Sci-Fi,388.39,1,388.39,Cash,Chennai
O100968,5/16/2023 22:25,C5603,B1045,Bright Sea,Saurav Das,Sci-Fi,1054.12,1,1054.12,UPI,Chennai
O100969,1/29/2025 4:03,C3860,B1010,Shadow Sea,Sameer Verma,Fiction,889.08,1,889.08,Card,Ahmedabad
O100970,4/7/2025 6:23,C5280,B1091,Wild Stars - Vol 6,Arjun Desai,Fantasy,923.94,5,4619.7,Card,Ahmedabad
O100971,3/29/2025 19:12,C1542,B1012,Whispering Rivers,Saurav Bose,Mystery,983.58,1,983.58,UPI,Delhi
O100972,9/1/2024 5:36,C9125,B1050,Modern Stars,Vikram Khan,Mystery,1198.91,2,2397.82,NetBanking,Pune
O100973,11/7/2024 16:01,C3740,B1081,Lost Promises - Vol 2,Sana Iyer,Romance,979.68,1,979.68,Card,Hyderabad
O100974,10/19/2024 9:37,C2900,B1018,Secret Stars,Isha Das,Fiction,397.61,1,397.61,Cash,Mumbai
O100975,2/13/2024 17:20,C5937,B1027,Burning Voices,Karan Bose,Self-Help,1295.68,2,2591.36,NetBanking,Bengaluru
O100976,11/30/2024 14:12,C8775,B1117,Glowing Echoes,Rohit Khan,Biography,434.07,4,1736.28,UPI,Mumbai
O100977,6/10/2025 15:49,C1194,B1116,Bright Empire (117),Deepak Gupta,History,946.19,1,946.19,UPI,Ahmedabad
O100978,11/25/2024 11:29,C9687,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Biography,1319.69,1,1319.69,Cash,Delhi
O100979,10/14/2024 12:52,C8074,B1010,Shadow Sea,Sameer Verma,History,877.52,1,877.52,UPI,Hyderabad
O100980,10/1/2023 3:34,C5183,B1055,Lost Garden - Vol 9,Ananya Iyer,Sci-Fi,500.28,2,1000.56,NetBanking,Ahmedabad
O100981,1/21/2025 21:26,C4193,B1011,Hidden Machine,Rhea Roy,Romance,1457.09,3,4371.27,UPI,Mumbai
O100982,7/14/2024 0:23,C1138,B1025,Forgotten Garden,Deepak Das,Fantasy,1472.78,1,1472.78,Cash,Kolkata
O100983,4/11/2023 19:07,C2702,B1095,Wild Paths,Deepak Bose,Biography,798.37,1,798.37,NetBanking,Hyderabad
O100984,1/12/2025 10:18,C5127,B1099,Midnight Legends,Deepak Khan,Romance,514.1,1,514.1,Card,Kolkata
O100985,9/26/2024 3:20,C1931,B1087,Crimson Echoes,Meera Roy,Fiction,728.45,1,728.45,Card,Delhi
O100986,3/30/2023 22:00,C3128,B1063,Shadow Forest,Meera Patel,Non-Fiction,798.92,1,798.92,NetBanking,Mumbai
O100987,12/13/2024 6:42,C5150,B1050,Modern Stars,Vikram Khan,Non-Fiction,1353.45,1,1353.45,UPI,Ahmedabad
O100988,10/16/2024 16:30,C5528,B1091,Wild Stars - Vol 6,Arjun Desai,Non-Fiction,1261.15,2,2522.3,NetBanking,Hyderabad
O100989,6/15/2023 2:41,C5543,B1003,Hidden Paths - Vol 4,Tara Roy,Sci-Fi,1232.29,1,1232.29,Cash,Pune
O100990,12/7/2023 2:11,C5230,B1072,Glowing Legends,Maya Iyer,Biography,202.01,1,202.01,UPI,Mumbai
O100991,3/13/2023 17:54,C4287,B1080,Wild Mirror - Vol 9,Rohit Patel,Self-Help,1287.97,2,2575.94,NetBanking,Mumbai
O100992,4/22/2023 5:14,C9857,B1018,Secret Stars,Isha Das,Self-Help,550.11,1,550.11,NetBanking,Bengaluru
O100993,10/20/2024 3:52,C8234,B1068,Golden Rivers,Tara Roy,Children,823.89,1,823.89,UPI,Delhi
O100994,3/16/2023 2:33,C5105,B1030,Whispering Sea,Ananya Mehta,Fiction,1132.23,2,2264.46,NetBanking,Kolkata
O100995,6/2/2023 23:46,C1014,B1021,Broken Song,Rhea Mehta,Self-Help,1068.37,2,2136.74,Cash,Pune
O100996,6/5/2023 12:00,C7411,B1053,Whispering Sea (54),Nisha Iyer,Sci-Fi,847.04,1,847.04,Cash,Ahmedabad
O100997,3/22/2024 14:42,C2148,B1020,Gentle Echoes - Vol 7,Rhea Desai,Self-Help,614.67,2,1229.34,Card,Kolkata
O100998,9/4/2025 17:33,C2985,B1023,Hidden Garden,Karan Bose,Biography,1130.88,1,1130.88,UPI,Hyderabad
O100999,2/15/2024 2:00,C2485,B1093,Modern Machine,Arjun Das,Sci-Fi,132.22,5,661.1,UPI,Hyderabad
O101000,5/11/2025 16:44,C5750,B1007,Silent Promises,Nisha Gupta,Non-Fiction,1491.62,1,1491.62,Card,Mumbai
O101001,2/10/2023 13:59,C4129,B1029,Forgotten Forest,Deepak Mehta,History,139.74,2,279.48,UPI,Pune
O101002,10/7/2024 13:04,C8970,B1024,Lost Legends,Karan Mehta,Non-Fiction,992.78,1,992.78,Cash,Ahmedabad
O101003,5/24/2023 1:17,C4163,B1012,Whispering Rivers,Saurav Bose,Romance,1158.98,2,2317.96,Cash,Bengaluru
O101004,2/3/2024 2:17,C9856,B1072,Glowing Legends,Maya Iyer,Self-Help,1176.47,2,2352.94,UPI,Ahmedabad
O101005,9/15/2025 16:21,C1268,B1065,Crimson Skies (66),Tara Bose,History,263.97,1,263.97,Cash,Hyderabad
O101006,12/12/2023 1:33,C7643,B1033,Fading Pages - Vol 7,Ananya Bose,Fiction,227.08,1,227.08,Cash,Bengaluru
O101007,4/14/2024 19:32,C3440,B1029,Forgotten Forest,Deepak Mehta,History,153.78,1,153.78,Card,Delhi
O101008,1/23/2025 5:09,C9010,B1071,Golden Promises,Siddharth Khan,Fiction,273.07,2,546.14,Cash,Ahmedabad
O101009,2/16/2023 8:50,C3138,B1044,Midnight Garden,Tara Mehta,Children,1082.21,1,1082.21,Cash,Mumbai
O101010,7/15/2025 11:11,C2594,B1082,Golden Empire - Vol 10,Ananya Verma,Fiction,840.63,1,840.63,NetBanking,Mumbai
O101011,3/7/2023 3:52,C2870,B1039,Broken Mirror,Meera Khan,Children,275.73,2,551.46,NetBanking,Bengaluru
O101012,4/3/2025 7:22,C7983,B1015,Lonely Rivers,Maya Singh,Non-Fiction,779.52,1,779.52,UPI,Pune
O101013,5/4/2023 20:58,C9943,B1089,Lost Paths,Deepak Roy,Fantasy,675.56,1,675.56,Card,Hyderabad
O101014,2/21/2025 1:39,C3841,B1033,Fading Pages - Vol 7,Ananya Bose,Romance,507.51,2,1015.02,UPI,Delhi
O101015,10/8/2023 5:08,C7801,B1077,Secret Dreams,Karan Iyer,Non-Fiction,330.06,1,330.06,Card,Hyderabad
O101016,6/18/2023 15:58,C4991,B1117,Glowing Echoes,Rohit Khan,History,563.34,1,563.34,Cash,Mumbai
O101017,3/21/2025 23:01,C7162,B1064,Hidden Skies - Vol 12,Meera Mehta,Non-Fiction,877.04,1,877.04,Card,Kolkata
O101018,3/24/2023 0:13,C1118,B1012,Whispering Rivers,Saurav Bose,Self-Help,952.22,1,952.22,Card,Delhi
O101019,6/27/2025 10:19,C7819,B1056,Golden Storms,Sana Mehta,Children,1167.5,1,1167.5,NetBanking,Mumbai
O101020,5/27/2023 23:17,C5439,B1054,Wild Machine - Vol 4,Ananya Khan,Romance,813.75,1,813.75,NetBanking,Pune
O101021,8/18/2025 6:21,C1616,B1009,Bright Rivers,Saurav Roy,Romance,1252.75,1,1252.75,Card,Ahmedabad
O101022,8/31/2025 3:12,C5934,B1019,Lost Pages,Deepak Sharma,Children,1061.33,1,1061.33,UPI,Pune
O101023,7/25/2024 8:34,C4144,B1027,Burning Voices,Karan Bose,Fiction,443.59,1,443.59,Cash,Delhi
O101024,1/6/2024 19:39,C9315,B1078,Gentle Dreams,Maya Das,Children,881.9,1,881.9,Card,Ahmedabad
O101025,10/11/2023 1:55,C4173,B1076,Gentle Memory - Vol 5,Meera Sharma,Romance,1384.26,2,2768.52,Cash,Mumbai
O101026,5/24/2024 6:25,C3617,B1011,Hidden Machine,Rhea Roy,Self-Help,804.94,1,804.94,Cash,Kolkata
O101027,10/19/2023 7:37,C8121,B1081,Lost Promises - Vol 2,Sana Iyer,Fantasy,1255.99,2,2511.98,UPI,Hyderabad
O101028,4/4/2025 16:29,C1709,B1104,Gentle Forest (105),Sana Desai,Children,1152.38,1,1152.38,Cash,Kolkata
O101029,6/30/2023 5:45,C1476,B1094,Lonely Pages,Karan Roy,History,380.69,2,761.38,NetBanking,Delhi
O101030,7/5/2025 8:34,C8287,B1017,Shadow Promises,Tara Bose,Non-Fiction,500.84,2,1001.68,UPI,Pune
O101031,2/4/2025 11:51,C4769,B1086,Broken Legends,Rhea Bose,Romance,924.32,1,924.32,Cash,Hyderabad
O101032,4/11/2023 8:37,C7759,B1005,Gentle Forest,Arjun Sharma,Romance,460.37,2,920.74,Card,Pune
O101033,3/17/2023 17:08,C8936,B1028,Golden Song,Sana Iyer,Romance,1403.69,2,2807.38,Cash,Pune
O101034,8/10/2023 22:11,C8454,B1106,Ancient Song - Vol 6,Ananya Desai,Mystery,492.87,2,985.74,Card,Pune
O101035,5/20/2023 16:39,C4181,B1043,Gentle Mirror,Rohit Gupta,Fantasy,908.52,3,2725.56,UPI,Chennai
O101036,12/10/2023 4:37,C1525,B1050,Modern Stars,Vikram Khan,Romance,718.23,3,2154.69,Cash,Chennai
O101037,4/24/2023 16:56,C8513,B1111,Gentle Forest (112),Priya Gupta,Mystery,1411.19,1,1411.19,NetBanking,Mumbai
O101038,8/14/2023 10:44,C3568,B1016,Bright Empire,Deepak Singh,Fantasy,1067.4,1,1067.4,Card,Bengaluru
O101039,2/26/2024 18:59,C9015,B1032,Hidden Skies - Vol 3,Nisha Gupta,Non-Fiction,1402.71,2,2805.42,Card,Ahmedabad
O101040,10/13/2023 0:31,C8014,B1054,Wild Machine - Vol 4,Ananya Khan,Self-Help,126.02,1,126.02,Card,Bengaluru
O101041,3/20/2024 21:05,C4643,B1020,Gentle Echoes - Vol 7,Rhea Desai,Fantasy,1327.33,1,1327.33,Card,Kolkata
O101042,2/15/2023 1:27,C8711,B1023,Hidden Garden,Karan Bose,Biography,1169.47,4,4677.88,Cash,Pune
O101043,2/8/2024 17:26,C2605,B1046,Lonely Echoes - Vol 10,Rohit Iyer,History,1421.75,1,1421.75,NetBanking,Ahmedabad
O101044,3/27/2023 20:20,C1203,B1083,Golden Storms (84),Sana Verma,Romance,1198.14,1,1198.14,NetBanking,Bengaluru
O101045,1/3/2024 10:46,C4916,B1041,Lonely Mirror,Siddharth Verma,Mystery,264.53,1,264.53,Cash,Kolkata
O101046,11/16/2024 11:05,C3650,B1102,Broken Dreams - Vol 3,Ananya Verma,Self-Help,810.05,1,810.05,NetBanking,Kolkata
O101047,4/19/2024 5:02,C7641,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Self-Help,273.04,1,273.04,Card,Hyderabad
O101048,12/21/2024 23:03,C1022,B1098,Bright Song - Vol 5,Vikram Gupta,Self-Help,629.97,1,629.97,Cash,Pune
O101049,6/27/2024 1:11,C5859,B1104,Gentle Forest (105),Sana Desai,Fantasy,376.53,1,376.53,NetBanking,Chennai
O101050,7/9/2024 20:56,C4393,B1099,Midnight Legends,Deepak Khan,Children,1292.63,1,1292.63,Cash,Hyderabad
O101051,6/11/2024 13:15,C1844,B1072,Glowing Legends,Maya Iyer,Fiction,1319.4,2,2638.8,Cash,Pune
O101052,4/21/2024 22:32,C1669,B1085,Forgotten Storms,Deepak Roy,Fantasy,417.51,1,417.51,UPI,Hyderabad
O101053,10/25/2024 20:20,C2097,B1044,Midnight Garden,Tara Mehta,Mystery,169.56,1,169.56,Card,Mumbai
O101054,9/2/2023 19:38,C2860,B1007,Silent Promises,Nisha Gupta,Fantasy,1018.61,2,2037.22,NetBanking,Bengaluru
O101055,11/25/2023 12:50,C5380,B1027,Burning Voices,Karan Bose,Romance,1463.96,1,1463.96,NetBanking,Chennai
O101056,3/6/2023 13:34,C6656,B1027,Burning Voices,Karan Bose,Fiction,1103.51,1,1103.51,NetBanking,Ahmedabad
O101057,6/23/2024 4:28,C8703,B1099,Midnight Legends,Deepak Khan,History,237.69,1,237.69,UPI,Ahmedabad
O101058,1/12/2024 2:23,C4085,B1012,Whispering Rivers,Saurav Bose,Children,200.11,1,200.11,NetBanking,Delhi
O101059,2/5/2024 6:30,C5724,B1009,Bright Rivers,Saurav Roy,Non-Fiction,869.91,1,869.91,Cash,Delhi
O101060,10/10/2023 4:04,C3424,B1073,Hidden Promises,Maya Bose,Mystery,140.26,1,140.26,NetBanking,Mumbai
O101061,6/17/2024 22:50,C1371,B1023,Hidden Garden,Karan Bose,Romance,1275.97,2,2551.94,UPI,Pune
O101062,8/12/2025 4:48,C8764,B1013,Midnight Sea,Neha Roy,History,690.41,1,690.41,UPI,Pune
O101063,1/25/2025 23:28,C1351,B1110,Golden Skies,Meera Patel,Self-Help,575.4,3,1726.2,UPI,Bengaluru
O101064,1/23/2023 8:27,C9513,B1115,Golden Stars - Vol 12,Ananya Gupta,Non-Fiction,133.68,1,133.68,UPI,Pune
O101065,12/18/2023 23:52,C6346,B1099,Midnight Legends,Deepak Khan,Children,177.44,1,177.44,NetBanking,Ahmedabad
O101066,11/8/2023 20:39,C3161,B1064,Hidden Skies - Vol 12,Meera Mehta,Self-Help,550.06,2,1100.12,UPI,Mumbai
O101067,8/21/2023 17:37,C7093,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Sci-Fi,423.11,1,423.11,UPI,Kolkata
O101068,12/28/2023 10:21,C8469,B1075,Burning Cities,Vikram Gupta,Mystery,293.13,1,293.13,Card,Mumbai
O101069,10/20/2023 6:38,C3873,B1058,Hidden Garden - Vol 4,Deepak Iyer,History,647.58,1,647.58,Card,Mumbai
O101070,4/30/2023 1:29,C6187,B1036,Bright Song,Deepak Desai,Romance,486.24,1,486.24,Card,Ahmedabad
O101071,1/14/2024 6:43,C4361,B1116,Bright Empire (117),Deepak Gupta,Sci-Fi,591.35,2,1182.7,Cash,Hyderabad
O101072,6/1/2023 13:34,C8347,B1006,Forgotten Stars,Maya Patel,Fantasy,600.02,1,600.02,Card,Chennai
O101073,7/31/2025 0:54,C7628,B1015,Lonely Rivers,Maya Singh,Non-Fiction,903.4,1,903.4,NetBanking,Mumbai
O101074,8/8/2025 11:39,C3556,B1076,Gentle Memory - Vol 5,Meera Sharma,Self-Help,1463.41,2,2926.82,Cash,Hyderabad
O101075,4/30/2024 10:33,C3409,B1072,Glowing Legends,Maya Iyer,Sci-Fi,874.26,2,1748.52,NetBanking,Hyderabad
O101076,1/19/2025 17:26,C1656,B1086,Broken Legends,Rhea Bose,Non-Fiction,1196.14,1,1196.14,Card,Delhi
O101077,1/26/2023 14:37,C4610,B1085,Forgotten Storms,Deepak Roy,Sci-Fi,330.06,2,660.12,NetBanking,Hyderabad
O101078,12/1/2023 2:00,C4197,B1028,Golden Song,Sana Iyer,Non-Fiction,434.74,1,434.74,Card,Chennai
O101079,1/24/2023 3:02,C9821,B1027,Burning Voices,Karan Bose,Romance,772.82,1,772.82,NetBanking,Delhi
O101080,2/8/2024 7:04,C9035,B1043,Gentle Mirror,Rohit Gupta,History,199.77,4,799.08,UPI,Kolkata
O101081,2/12/2024 5:23,C8006,B1008,Crimson Stars - Vol 6,Priya Sharma,Fantasy,449.8,1,449.8,UPI,Pune
O101082,1/13/2023 10:21,C6651,B1083,Golden Storms (84),Sana Verma,Fantasy,870.84,4,3483.36,UPI,Chennai
O101083,6/14/2025 20:25,C2435,B1027,Burning Voices,Karan Bose,Self-Help,1191.38,1,1191.38,Card,Ahmedabad
O101084,4/2/2025 16:06,C5728,B1089,Lost Paths,Deepak Roy,Biography,390.05,1,390.05,Card,Pune
O101085,5/23/2023 21:22,C2410,B1025,Forgotten Garden,Deepak Das,Biography,1288.28,1,1288.28,Card,Bengaluru
O101086,5/1/2024 19:07,C6495,B1082,Golden Empire - Vol 10,Ananya Verma,Sci-Fi,322.66,2,645.32,Cash,Pune
O101087,1/7/2023 14:54,C5478,B1103,Broken Promises,Amit Khan,Non-Fiction,1369.95,1,1369.95,NetBanking,Mumbai
O101088,4/18/2024 20:40,C3243,B1074,Whispering Stars,Siddharth Mehta,History,478.41,1,478.41,Card,Mumbai
O101089,10/24/2023 20:09,C9037,B1051,Midnight Forest,Saurav Sharma,Biography,585.19,2,1170.38,Cash,Chennai
O101090,11/8/2023 17:59,C8593,B1056,Golden Storms,Sana Mehta,Children,1347.5,2,2695,Card,Kolkata
O101091,6/7/2023 9:33,C5917,B1113,Modern Forest - Vol 12,Isha Khan,Fiction,1071.64,3,3214.92,NetBanking,Delhi
O101092,3/3/2024 6:31,C9059,B1083,Golden Storms (84),Sana Verma,Sci-Fi,990.04,1,990.04,Card,Kolkata
O101093,2/22/2025 10:05,C9078,B1053,Whispering Sea (54),Nisha Iyer,Non-Fiction,693.17,1,693.17,Cash,Hyderabad
O101094,5/7/2024 20:35,C8144,B1097,Bright Voices,Vikram Khan,Children,453.57,1,453.57,UPI,Ahmedabad
O101095,1/18/2024 18:39,C1287,B1020,Gentle Echoes - Vol 7,Rhea Desai,Non-Fiction,1447.03,1,1447.03,UPI,Mumbai
O101096,3/1/2023 5:19,C6237,B1061,Golden Memory,Priya Bose,Children,1232.81,1,1232.81,NetBanking,Mumbai
O101097,6/17/2023 1:55,C5467,B1073,Hidden Promises,Maya Bose,Fantasy,368.64,1,368.64,UPI,Pune
O101098,2/19/2023 10:33,C5778,B1002,Gentle Rivers,Maya Das,Fantasy,348.57,1,348.57,Cash,Bengaluru
O101099,2/22/2025 3:26,C3738,B1043,Gentle Mirror,Rohit Gupta,Mystery,1357.89,1,1357.89,UPI,Hyderabad
O101100,10/5/2023 13:11,C2570,B1080,Wild Mirror - Vol 9,Rohit Patel,Sci-Fi,1473.06,2,2946.12,UPI,Mumbai
O101101,5/21/2023 18:51,C5610,B1010,Shadow Sea,Sameer Verma,Fiction,660.37,1,660.37,UPI,Ahmedabad
O101102,12/15/2023 5:56,C2678,B1040,Wild Skies,Isha Bose,Biography,391.56,4,1566.24,Card,Mumbai
O101103,8/15/2023 6:51,C9612,B1047,Lost Rivers,Karan Iyer,History,680.8,4,2723.2,Cash,Pune
O101104,7/27/2025 2:46,C2909,B1061,Golden Memory,Priya Bose,Self-Help,905.4,1,905.4,Card,Kolkata
O101105,12/23/2023 11:20,C6940,B1088,Ancient Cities,Priya Iyer,Self-Help,1387.84,1,1387.84,Card,Ahmedabad
O101106,6/19/2024 12:27,C3821,B1101,Broken Dreams - Vol 7,Rhea Mehta,Children,978.21,5,4891.05,UPI,Kolkata
O101107,8/16/2023 4:41,C3332,B1003,Hidden Paths - Vol 4,Tara Roy,Non-Fiction,1263.73,2,2527.46,Card,Chennai
O101108,8/3/2023 4:44,C2287,B1097,Bright Voices,Vikram Khan,Mystery,1082.97,1,1082.97,NetBanking,Delhi
O101109,1/20/2023 17:37,C8065,B1079,Hidden Dreams,Rhea Bose,Non-Fiction,1467.71,2,2935.42,Cash,Bengaluru
O101110,2/3/2023 18:41,C1971,B1012,Whispering Rivers,Saurav Bose,Non-Fiction,1297.97,2,2595.94,NetBanking,Delhi
O101111,2/14/2023 2:24,C5942,B1099,Midnight Legends,Deepak Khan,Sci-Fi,461.08,1,461.08,Cash,Delhi
O101112,7/31/2025 21:54,C4365,B1038,Modern Machine - Vol 12,Rhea Khan,Non-Fiction,1197.48,4,4789.92,Card,Mumbai
O101113,1/30/2023 3:18,C3384,B1113,Modern Forest - Vol 12,Isha Khan,Fantasy,1184.07,1,1184.07,UPI,Hyderabad
O101114,6/14/2023 18:13,C4962,B1008,Crimson Stars - Vol 6,Priya Sharma,Fantasy,1272.03,2,2544.06,Cash,Delhi
O101115,2/20/2025 0:30,C9664,B1091,Wild Stars - Vol 6,Arjun Desai,Children,1397.22,1,1397.22,Card,Bengaluru
O101116,6/25/2023 19:33,C1070,B1042,Ancient Sea,Amit Mehta,Sci-Fi,183.51,2,367.02,Cash,Bengaluru
O101117,5/21/2025 17:17,C7004,B1103,Broken Promises,Amit Khan,History,1289.45,2,2578.9,Card,Ahmedabad
O101118,7/5/2023 12:55,C7219,B1090,Forgotten Skies - Vol 4,Nisha Verma,Non-Fiction,470.02,1,470.02,NetBanking,Bengaluru
O101119,8/22/2023 14:50,C2848,B1092,Lost Echoes,Ananya Khan,History,783.15,1,783.15,UPI,Delhi
O101120,4/23/2023 18:55,C3226,B1009,Bright Rivers,Saurav Roy,Self-Help,1363.01,1,1363.01,NetBanking,Hyderabad
O101121,7/24/2024 1:28,C2347,B1118,Burning Sea,Arjun Verma,Sci-Fi,1388.03,5,6940.15,UPI,Ahmedabad
O101122,1/30/2024 10:19,C8486,B1031,Ancient Mirror,Amit Desai,Non-Fiction,827.04,1,827.04,UPI,Ahmedabad
O101123,7/21/2024 14:49,C5761,B1066,Secret Song,Saurav Das,Romance,661.2,2,1322.4,NetBanking,Bengaluru
O101124,7/5/2025 17:19,C7020,B1034,Midnight Machine,Arjun Gupta,Non-Fiction,199.57,1,199.57,Card,Kolkata
O101125,11/19/2024 3:49,C7494,B1089,Lost Paths,Deepak Roy,Self-Help,612.47,2,1224.94,NetBanking,Delhi
O101126,5/27/2023 14:22,C7563,B1115,Golden Stars - Vol 12,Ananya Gupta,Non-Fiction,652.74,1,652.74,Cash,Mumbai
O101127,1/8/2024 7:14,C6548,B1081,Lost Promises - Vol 2,Sana Iyer,Non-Fiction,1025.49,1,1025.49,Card,Pune
O101128,8/27/2023 15:27,C9177,B1057,Lost Dreams (58),Arjun Sharma,Non-Fiction,1329.87,4,5319.48,UPI,Chennai
O101129,12/31/2023 17:19,C7626,B1086,Broken Legends,Rhea Bose,Biography,817.72,1,817.72,NetBanking,Chennai
O101130,2/25/2025 16:33,C2770,B1104,Gentle Forest (105),Sana Desai,Mystery,435.37,4,1741.48,Cash,Chennai
O101131,5/24/2024 8:24,C3205,B1021,Broken Song,Rhea Mehta,Self-Help,1315.28,1,1315.28,Cash,Delhi
O101132,4/30/2025 2:29,C9161,B1092,Lost Echoes,Ananya Khan,Fiction,714.87,2,1429.74,Cash,Mumbai
O101133,9/11/2024 11:54,C3502,B1055,Lost Garden - Vol 9,Ananya Iyer,Biography,919.94,1,919.94,UPI,Delhi
O101134,11/7/2024 18:55,C9064,B1025,Forgotten Garden,Deepak Das,Non-Fiction,1277.89,1,1277.89,NetBanking,Bengaluru
O101135,11/8/2024 18:07,C9032,B1070,Silent Rivers,Amit Verma,Sci-Fi,1352.96,3,4058.88,UPI,Hyderabad
O101136,7/13/2024 0:38,C1517,B1039,Broken Mirror,Meera Khan,History,672.9,2,1345.8,NetBanking,Delhi
O101137,4/5/2024 11:27,C7165,B1022,Crimson Dreams,Neha Verma,Biography,776.87,1,776.87,NetBanking,Ahmedabad
O101138,2/3/2023 6:26,C5965,B1115,Golden Stars - Vol 12,Ananya Gupta,Fiction,401.95,1,401.95,Card,Ahmedabad
O101139,5/18/2023 11:22,C7374,B1111,Gentle Forest (112),Priya Gupta,Biography,577.23,2,1154.46,NetBanking,Delhi
O101140,11/22/2024 17:51,C9837,B1027,Burning Voices,Karan Bose,Children,997.1,1,997.1,NetBanking,Ahmedabad
O101141,5/24/2025 5:41,C9301,B1014,Lost Dreams,Nisha Iyer,History,1332.83,1,1332.83,Cash,Pune
O101142,5/21/2024 21:31,C7189,B1110,Golden Skies,Meera Patel,Sci-Fi,1238.2,2,2476.4,UPI,Chennai
O101143,3/4/2023 1:01,C1739,B1060,Ancient Storms,Tara Khan,Fantasy,1122.19,2,2244.38,Card,Hyderabad
O101144,4/8/2025 21:15,C1440,B1023,Hidden Garden,Karan Bose,Fantasy,1022.76,1,1022.76,UPI,Pune
O101145,3/14/2024 12:33,C6855,B1056,Golden Storms,Sana Mehta,Non-Fiction,758.88,1,758.88,NetBanking,Hyderabad
O101146,11/8/2024 8:53,C5056,B1115,Golden Stars - Vol 12,Ananya Gupta,Fiction,706.39,1,706.39,Card,Chennai
O101147,3/28/2023 2:23,C5995,B1052,Gentle Legends,Meera Roy,Children,1175.69,1,1175.69,Cash,Hyderabad
O101148,1/21/2023 19:36,C6343,B1059,Broken Memory,Amit Verma,Mystery,840.54,1,840.54,Cash,Ahmedabad
O101149,8/4/2024 18:44,C7900,B1009,Bright Rivers,Saurav Roy,Biography,396.57,1,396.57,UPI,Kolkata
O101150,8/25/2024 0:48,C6185,B1084,Midnight Rivers,Isha Sharma,Self-Help,539.14,1,539.14,NetBanking,Pune
O101151,8/9/2024 3:33,C9001,B1050,Modern Stars,Vikram Khan,Fantasy,191.57,1,191.57,Cash,Bengaluru
O101152,5/23/2024 18:18,C6563,B1075,Burning Cities,Vikram Gupta,Fantasy,429.3,1,429.3,Card,Chennai
O101153,3/22/2024 7:20,C9142,B1110,Golden Skies,Meera Patel,Fantasy,693.59,2,1387.18,Cash,Bengaluru
O101154,9/29/2023 1:43,C5871,B1057,Lost Dreams (58),Arjun Sharma,Sci-Fi,537.74,1,537.74,NetBanking,Bengaluru
O101155,1/30/2025 3:20,C2552,B1024,Lost Legends,Karan Mehta,Children,468.63,1,468.63,UPI,Chennai
O101156,8/3/2024 19:20,C8786,B1056,Golden Storms,Sana Mehta,Non-Fiction,631.53,3,1894.59,NetBanking,Bengaluru
O101157,3/25/2025 2:47,C5945,B1117,Glowing Echoes,Rohit Khan,Fantasy,679.53,1,679.53,UPI,Pune
O101158,11/17/2023 7:17,C7788,B1021,Broken Song,Rhea Mehta,History,662.22,1,662.22,NetBanking,Chennai
O101159,6/11/2024 16:30,C9971,B1112,Ancient Echoes,Ananya Das,Children,644.97,1,644.97,Card,Kolkata
O101160,6/2/2025 6:47,C9178,B1041,Lonely Mirror,Siddharth Verma,History,1098.15,1,1098.15,Card,Ahmedabad
O101161,8/17/2025 23:13,C9728,B1008,Crimson Stars - Vol 6,Priya Sharma,Sci-Fi,490.74,1,490.74,NetBanking,Kolkata
O101162,7/25/2023 13:15,C8577,B1085,Forgotten Storms,Deepak Roy,History,485.88,1,485.88,Card,Bengaluru
O101163,2/3/2025 10:55,C8133,B1051,Midnight Forest,Saurav Sharma,Mystery,991.75,1,991.75,NetBanking,Hyderabad
O101164,10/11/2024 7:24,C7757,B1100,Secret Stars (101),Arjun Roy,Non-Fiction,261.37,1,261.37,UPI,Chennai
O101165,9/20/2023 21:53,C4868,B1088,Ancient Cities,Priya Iyer,Mystery,357.31,4,1429.24,NetBanking,Bengaluru
O101166,6/3/2023 6:59,C1453,B1087,Crimson Echoes,Meera Roy,Non-Fiction,339.3,1,339.3,Card,Chennai
